Title,Author,Year,Citation count,Open access,Keyword
Impact of Causal Augmentation Proportions on Tabular Foundation Model Robustness and Generalization,Assignee Research,2026,0,Open Access,Robustness (evolution)|Generalization|Synthetic data|Benchmark (surveying)|Model validation|Training set|Data modeling
Comparative Analysis of Convex Space Learning and SMOTE for Minority Class F1-Scores in Multimodal Tabular Data,SOVEREIGN Research Kernel,2026,0,Open Access,Process (computing)|Class (philosophy)|Oversampling|Annotation|Space (punctuation)|Labeled data|Scarcity
Scaling Synthetic Datasets in CausalMixFT for Tabular Foundation Model Performance on TabMWP,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Generalization|Synthetic data|Scaling|Task (project management)|Foundation (evidence)|Feature (linguistics)|Model validation
Fracture outcome definitions in observational osteoporosis drug effects studies: a scoping review protocol,Natalia Konstantelos|Anna Rzepka|Suzanne M. Cadarette,2021,1,NOT Open Access,Observational study|Medicine|CINAHL|MEDLINE|Systematic review|Health care|Pharmacovigilance|Data extraction|Protocol (science)|Alternative medicine|Family medicine|Psychological intervention|Nursing|Psychiatry|Drug|Pathology|Political science
Machine Learning under Scarcity: Addressing Data Scarcity in Tabular Models and Computational Scarcity in Statistical Estimation,Ruoxue Liu,2026,0,NOT Open Access,Scarcity|Estimation|Statistical learning|Statistical model|Training set
ChatGPT for GTFS: Benchmarking LLMs on GTFS Understanding and Retrieval,Saipraneeth Devunuri|Shirin Qiam|Lewis Lehe,2023,1,Open Access,Computer science|Benchmarking|Benchmark (surveying)|Information retrieval|Data science|Geography|Business|Cartography
Fidelity of Synthetic Tabular Samples and Foundation Model Fine-Tuning Performance,Assignee Research,2026,0,Open Access,Robustness (evolution)|Fidelity|Synthetic data|Generalization|Foundation (evidence)|Training set|Feature (linguistics)
Transparency of the accounting information,Світлана Вікторівна Калабухова|Tetyana Tokareva,2022,5,Open Access,Transparency (behavior)|Accounting|Accounting management|Business|Accounting information system|Corporate governance|Risk management|Actuarial science|Financial ratio|Context (archaeology)|Financial accounting|Finance|Computer science|Computer security
Robustness of Tabular Generative Evaluation Metrics Versus Statistical Distances on Adversarial Text Generation with Limited Data,SOVEREIGN Research Kernel,2026,0,Open Access,Overfitting|Robustness (evolution)|Adversarial system|Suite|Generative grammar|Deep learning|Convolutional neural network|Training set|Artificial neural network
Scaling Synthetic Datasets in CausalMixFT for Tabular Foundation Model Performance on TabMWP,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Generalization|Synthetic data|Scaling|Task (project management)|Foundation (evidence)|Feature (linguistics)|Model validation
Translation readiness of model-based synthetic tabular data in healthcare: a systematic review and governance audit,Simone Castagno|Alagu Subramanian|Ilias Ektor Epanomeritakis|Benjamin Gompels|Stephen McDonnell|Mark Birch|Mihaela van der Schaar|Andrew W. McCaskie,2026,0,Open Access,Workflow|Audit|Checklist|Corporate governance|Synthetic data|Data governance|MEDLINE|Knowledge translation
Comparative Analysis of Convex Space Learning and SMOTE for Minority Class F1-Scores in Multimodal Tabular Data,SOVEREIGN Research Kernel,2026,0,Open Access,Process (computing)|Class (philosophy)|Oversampling|Annotation|Space (punctuation)|Labeled data|Scarcity
Return to work with long COVID: a rapid review of support and challenges,Sarah Daniels|Wei Hua|Damien McElvenny|Martie van Tongeren|Donna Bramwell|Anna Coleman|Davine Forde|Ruth Wiggans,2025,2,Open Access,Work (physics)|Health services research|Public health|MEDLINE
A novel multi-task causal representation learning approach for interpretable maritime collision severity prediction,Miaomiao Wang|Yanfu Wang|Zhicheng Ma|J. Wang,2026,1,Open Access,Interpretability|Robustness (evolution)|Probabilistic logic|Representation (politics)|Class (philosophy)|Orthogonality|Collision|Feature learning
Adversarial Perturbation Techniques and Their Impact on Alignment and Fairness in Tabular Foundation Models,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Foundation (evidence)|Perturbation (astronomy)|Deep learning|Tribunal
Noise Scaling Effects on Calibration of Tabular Foundation Models in TabBench Tasks,SOVEREIGN Research Kernel,2026,0,Open Access,Bottleneck|Noise (video)|Foundation (evidence)|Calibration|Key (lock)|Scale (ratio)|Scaling|Throughput
Robustness of Tabular Generative Evaluation Metrics Versus Statistical Distances on Adversarial Text Generation with Limited Data,SOVEREIGN Research Kernel,2026,0,Open Access,Overfitting|Robustness (evolution)|Adversarial system|Suite|Generative grammar|Deep learning|Convolutional neural network|Training set|Artificial neural network
Self-Supervised Pretraining on Synthetic Tabular Data Versus Standard Normalization for LLM Reasoning on Noisy Inputs,SOVEREIGN Research Kernel,2026,0,Open Access,Normalization (sociology)|Transformative learning|Adversarial system|Key (lock)|Core (optical fiber)|Generative grammar
Self-Supervised Pretraining on Synthetic Tabular Data Versus Standard Normalization for LLM Reasoning on Noisy Inputs,SOVEREIGN Research Kernel,2026,0,Open Access,Normalization (sociology)|Transformative learning|Adversarial system|Key (lock)|Core (optical fiber)|Generative grammar
Self-Improving Tabular Language Models via Iterative Group Alignment,Yunbo Long|Tejumade Afonja|Alexandra Brintrup|Mario Fritz,2026,0,Open Access,Language model|Modular design|Classifier (UML)|Statistical model|Autoregressive model|Security token|Probabilistic logic|Matching (statistics)
Robustness of Tabular Foundation Models under Adversarial Noise Scaling in TabBench,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Robustness (evolution)|Prior probability|Generator (circuit theory)|Foundation (evidence)|Key (lock)|Scaling
Robustness of Tabular Foundation Models under Adversarial Noise Scaling in TabBench,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Robustness (evolution)|Prior probability|Generator (circuit theory)|Foundation (evidence)|Key (lock)|Scaling
CONCEPTUAL APPROACHES TO THE DEFINITION OF THE «FOOD SECURITY» CONCEPT AND ITS EVOLUTION,Оксана Чернега|Oleksandra Makieieva,2021,1,NOT Open Access,Food security|Process (computing)|Conceptual framework|National security|Generalization|Computer science|Management science|Political science|Epistemology|Sociology|Social science|Economics|Geography|Agriculture|Law
Fidelity of Synthetic Tabular Samples and Foundation Model Fine-Tuning Performance,Assignee Research,2026,0,Open Access,Robustness (evolution)|Fidelity|Synthetic data|Generalization|Foundation (evidence)|Training set|Feature (linguistics)
Regional Trade Agreements of Ukraine: Realities and Prospects,Nadiia Kryvenko,2021,3,Open Access,Protectionism|International trade|Complementarity (molecular biology)|Agriculture|Economic integration|Regional integration|European union|Developing country|Business|Political science|International economics|Economics|Economic growth|Geography
How does the F1-score of diffusion-based tabular generative models compare to CTGAN when augmenting data for t,SOVEREIGN Research Kernel,2026,0,Open Access,Autoencoder|Generative grammar|Class (philosophy)|Adversarial system|Training set|Generative model|Artificial neural network
Self-Improving Tabular Language Models via Iterative Group Alignment,Yunbo Long|Tejumade Afonja|Alexandra Brintrup|Mario Fritz,2026,0,Open Access,Language model|Modular design|Classifier (UML)|Statistical model|Autoregressive model|Security token|Probabilistic logic|Matching (statistics)
Adversarial Perturbation Techniques and Their Impact on Alignment and Fairness in Tabular Foundation Models,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Foundation (evidence)|Perturbation (astronomy)|Deep learning|Tribunal
Comparison of Novel and Existing Metrics for Cross-Domain Tabular Generative Model Evaluation,Assignee Research,2026,0,Open Access,Generative grammar|Generative model|Measure (data warehouse)|Data modeling|Synthetic data
How does the F1-score of diffusion-based tabular generative models compare to CTGAN when augmenting data for t,SOVEREIGN Research Kernel,2026,0,Open Access,Autoencoder|Generative grammar|Class (philosophy)|Adversarial system|Training set|Generative model|Artificial neural network
Optimizing Generative Models for Tabular Fidelity Metrics and Multimodal Few-Shot Reasoning,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Fidelity|Generative model|Measure (data warehouse)|Foundation (evidence)|Frame (networking)
Synthetic Pretraining Data Diversity and Calibration Error Drift Reduction in Tabular Foundation Models Under Covariate Shift,SOVEREIGN Research Kernel,2026,0,Open Access,Covariate|Prior probability|Robustness (evolution)|Synthetic data|Calibration|Uncertainty reduction theory|Benchmark (surveying)|Adversarial system|Generator (circuit theory)
Arithmetic-Aware Question-Answering on Tabular Data Using a Large Language Model-Based Code Generation Agent,Árpád Pándy|Róbert Lakatos|András Hajdú,2025,0,NOT Open Access,Computer science|Question answering|Code (set theory)|Programming language|Code generation|Arithmetic|Natural language processing|Mathematics|Operating system|Key (lock)
Comparison of Novel and Existing Metrics for Cross-Domain Tabular Generative Model Evaluation,Assignee Research,2026,0,Open Access,Generative grammar|Generative model|Measure (data warehouse)|Data modeling|Synthetic data
Synthetic Pretraining Data Diversity and Calibration Error Drift Reduction in Tabular Foundation Models Under Covariate Shift,SOVEREIGN Research Kernel,2026,0,Open Access,Covariate|Prior probability|Robustness (evolution)|Synthetic data|Calibration|Uncertainty reduction theory|Benchmark (surveying)|Adversarial system|Generator (circuit theory)
Economic effects of changes in VAT rates in Russia,Anna Vital'evna Tikhonova|Вадим Николаевич Засько,2023,1,Open Access,Economics|Inflation (cosmology)|Consumption (sociology)|Investment (military)|Population|Macroeconomics|Foreign direct investment|Work (physics)|Monetary economics|Econometrics|Political science
A Systematic Review Protocol to Assess the Effectiveness of Ayurveda Interventions in Gout,P S Aswani|Pratibha P Nair|Girija N Sree Deepthi|G K Swamy,2019,3,NOT Open Access,Protocol (science)|Gout|Medicine|Traditional medicine|Psychological intervention|Alternative medicine|Systematic review|MEDLINE|Internal medicine|Pathology|Nursing|Biology
Multi-Agent Debate: A Unified Agentic Framework for Tabular Anomaly Detection,P Wang|Sheng Li,2026,0,Open Access,Anomaly detection|Robustness (evolution)|Regret|False positive paradox|Inference|Bounded function|Detector
Tackling Drug Shortages: An In-Depth Systematic Review Protocol,Mohammed Kanan Alshammari|Reem Alraya|Ahmad k Aljabri|Baiaan Alsaadi|Maryam M. Althubyani|S.N. Alamri|Abdullah Ali Alqarni|Yazeed Alenazi|Assaf Almutairi|Amani Alshehri|Nofa Alshammari,2025,1,Open Access,Economic shortage|Protocol (science)|Drug|Computer science|Medicine|Pharmacology|Alternative medicine|Pathology|Philosophy
Scaling Laws of Self-Supervised Tabular Models in High-Dimensional Classification,SOVEREIGN Research Kernel,2026,0,Open Access,Overfitting|Deep learning|Curse of dimensionality|Function (biology)|Big data|Suite|Variance (accounting)|Convolutional neural network|Artificial neural network
Correlation of Structural Fidelity Metrics with Downstream Performance in Tabular Generative Model Pretraining,Assignee Research,2026,0,Open Access,Generative grammar|Fidelity|Downstream (manufacturing)|Generative model|Measure (data warehouse)
Performance Comparison of Novel and Existing Metrics for Tabular Generative Models on Multimodal Datasets,Assignee Research,2026,0,Open Access,Generative grammar|Generative model|Measure (data warehouse)|Synthetic data|Data modeling
"On Privacy Leakage in Tabular Diffusion Models: Influential Factors, Attacker Knowledge, and Metrics",Masoumeh Shafieinejad|D. B. Emerson|Behnoosh Zamanlooy|Elaheh Bassak|Fatemeh Tavakoli|Sara Kodeiri|Marcelo Lotif|Xi He,2026,0,Open Access,Inference|Information privacy|Heuristic|Construct (python library)|Leakage (economics)|Work (physics)|Privacy protection
Correlation of Novel Tabular Generative Metrics with Downstream Classification Accuracy Across Architectures,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Downstream (manufacturing)|Generative model|Measure (data warehouse)|Scale (ratio)|Data-driven
Scaling Laws of Self-Supervised Tabular Models in High-Dimensional Classification,SOVEREIGN Research Kernel,2026,0,Open Access,Overfitting|Deep learning|Curse of dimensionality|Function (biology)|Big data|Suite|Variance (accounting)|Convolutional neural network|Artificial neural network
Multi-criteria evolutionary design of neural network architectures for decision-making based on tabular data under uncertainty,Alexander Skvortsov|D. S. Solovjev|Denis Arapov|Denis Aleksandrov,2026,0,NOT Open Access,Artificial neural network|Inference|Evolutionary algorithm|Multi-objective optimization|Software|Memory footprint|Genetic algorithm|Hyperparameter|Process (computing)
Impact of Synthetic-to-Real Sample Ratios on CausalMixFT Calibration and Generalization in Tabular Models,SOVEREIGN Research Kernel,2026,0,Open Access,Generalization|Robustness (evolution)|Generalization error|Calibration|Early stopping|A priori and a posteriori|Sample (material)|Brier score
The Risk-Benefit Balance in the COVID-19 “Vaccine Hesitancy” Literature: An Umbrella Review Protocol,Claudia Chaufan|Natalie Hemsing|Jennifer S. McDonald|Camila Heredia,2022,4,Open Access,Systematic review|Data extraction|Protocol (science)|Coronavirus disease 2019 (COVID-19)|Scope (computer science)|Population|Inclusion (mineral)|Medicine|Vaccination|Vaccine safety|Psychology|MEDLINE|Family medicine|Alternative medicine|Political science|Environmental health|Social psychology|Disease|Computer science|Pathology|Immunization|Law
Development of balneological tourism in Ukraine,Sergii Arkhiiereiev|Valeria Baranova|Kateryna Varava,2019,1,Open Access,Tourism|Resource (disambiguation)|Business|Quality (philosophy)|State (computer science)|Geography|Regional science|Environmental planning|Computer science
Correlation of Structural Fidelity Metrics with Downstream Performance in Tabular Generative Model Pretraining,Assignee Research,2026,0,Open Access,Generative grammar|Fidelity|Downstream (manufacturing)|Generative model|Measure (data warehouse)
"On Privacy Leakage in Tabular Diffusion Models: Influential Factors, Attacker Knowledge, and Metrics",Masoumeh Shafieinejad|D. B. Emerson|Behnoosh Zamanlooy|Elaheh Bassak|Fatemeh Tavakoli|Sara Kodeiri|Marcelo Lotif|Xi He,2026,0,Open Access,Inference|Information privacy|Heuristic|Construct (python library)|Leakage (economics)|Work (physics)|Privacy protection
Optimizing Generative Models for Tabular Fidelity Metrics and Multimodal Few-Shot Reasoning,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Fidelity|Generative model|Measure (data warehouse)|Foundation (evidence)|Frame (networking)
"Leaf structural and chemical traits, and vegetation temperature and height, Seward Peninsula, Alaska, 2019.","Shawn Serbin|Alistair Rogers|Dedi Yang|Davidson, Kenneth|Kim Ely",2023,1,Open Access,Peninsula|Vegetation (pathology)|Physical geography|Geography|Environmental science|Forestry|Archaeology
Comparative Analysis of Diffusion Models and VAEs for Feature Dependency Preservation in Tabular Classification,SOVEREIGN Research Kernel,2026,0,Open Access,Dependency (UML)|Generative grammar|Feature (linguistics)|Generative model|Measure (data warehouse)|Scale (ratio)
Novel Generative Metrics vs. F1-Scores for Robust Tabular Data Evaluation,Assignee Research,2026,0,Open Access,Robustness (evolution)|Generative grammar|Generative model|Quality assessment|Automation|Synthetic data
Multi-Agent Debate: A Unified Agentic Framework for Tabular Anomaly Detection,P Wang|Sheng Li,2026,0,Open Access,Anomaly detection|Robustness (evolution)|Regret|False positive paradox|Inference|Bounded function|Detector
Comparison of Novel Tabular Generative Metrics with FID and Precision/Recall for Downstream Accuracy,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Classifier (UML)|Generative model|Measure (data warehouse)|Downstream (manufacturing)
Performance Comparison of Novel and Existing Metrics for Tabular Generative Models on Multimodal Datasets,Assignee Research,2026,0,Open Access,Generative grammar|Generative model|Measure (data warehouse)|Synthetic data|Data modeling
Ecological momentary assessment in maternal health management: A scoping review,Keying Huo|Na Wu|Xiao Yao|Yan Xu|Dong Yang|Yingjie Ge|Rong Huang,2025,3,NOT Open Access,Ecology|Environmental resource management|Environmental planning|Geography|Environmental science|Biology
Robustness Comparison of Tabular Foundation Models and Traditional ML on Missing-Value Datasets,Assignee Research,2026,0,Open Access,Robustness (evolution)|Adversarial system|Prior probability|Generator (circuit theory)|Synthetic data|Key (lock)
Pasteur: Scaling Privacy-Aware Data Synthesis,Antheas Kapenekakis|Daniele Dell’Aglio|Martin Bøgsted|Minos Garofalakis|Katja Hose,2025,0,NOT Open Access,Row|Scaling|Class (philosophy)|Field (mathematics)|Row and column spaces|Multi-core processor|Scale (ratio)|Data structure
Performance of Novel Structural Fidelity Metrics versus FID in Evaluating Tabular Generative Models on Large-Scale Mixed Data,Assignee Research,2026,0,Open Access,Generative grammar|Fidelity|Measure (data warehouse)|Generative model|Data-driven|Data modeling
Impact of Synthetic-to-Real Sample Ratios on CausalMixFT Calibration and Generalization in Tabular Models,SOVEREIGN Research Kernel,2026,0,Open Access,Generalization|Robustness (evolution)|Generalization error|Calibration|Early stopping|A priori and a posteriori|Sample (material)|Brier score
Robustness Comparison of Tabular Foundation Models and Traditional ML on Missing-Value Datasets,Assignee Research,2026,0,Open Access,Robustness (evolution)|Adversarial system|Prior probability|Generator (circuit theory)|Synthetic data|Key (lock)
Performance of Novel Structural Fidelity Metrics versus FID in Evaluating Tabular Generative Models on Large-Scale Mixed Data,Assignee Research,2026,0,Open Access,Generative grammar|Fidelity|Measure (data warehouse)|Generative model|Data-driven|Data modeling
"FINANCIAL AND BUDGETARY PROBLEMS OF THE CAPITALS OF THE REPUBLICS, REGIONAL CENTERS",Н. З. Зотиков,2023,2,NOT Open Access,Revenue|Business|Sanctions|Federal budget|Federal state|Legislation|Economic policy|Russian federation|Tax revenue|Christian ministry|Federal law|Finance|Economics|Fiscal year|Public economics|Political science
Comparison of Novel Tabular Generative Metrics with FID and Precision/Recall for Downstream Accuracy,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Classifier (UML)|Generative model|Measure (data warehouse)|Downstream (manufacturing)
Exploring the core characteristics of competence in healthcare assistants: a scoping review protocol,Nana Cui|R. Liang|Xiangru Yan|Yanan Song|Ling Qi Meng|Hui Zhang|Yuan Chu,2025,1,Open Access,Protocol (science)|Core competency|Health care|Competence (human resources)|Health services research|Core (optical fiber)|Public health
Scaling Synthetic Dataset Size in Adversarial Pretraining for Tabular Foundation Model Robustness,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Adversarial system|Synthetic data|Generalization|Scaling|Training set|Foundation (evidence)
Novel Structural Fidelity Metrics for Generative Tabular Models Versus Traditional MMD and WF on High-Dimensional Sparse Data,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Discriminative model|Fidelity|Generative model|Measure (data warehouse)|Synthetic data
Correlation of Novel Tabular Generative Metrics with Downstream Classification Accuracy Across Architectures,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Downstream (manufacturing)|Generative model|Measure (data warehouse)|Scale (ratio)|Data-driven
Comparative Analysis of Diffusion Models and VAEs for Feature Dependency Preservation in Tabular Classification,SOVEREIGN Research Kernel,2026,0,Open Access,Dependency (UML)|Generative grammar|Feature (linguistics)|Generative model|Measure (data warehouse)|Scale (ratio)
Novel Structural Fidelity Metrics for Generative Tabular Models Versus Traditional MMD and WF on High-Dimensional Sparse Data,SOVEREIGN Research Kernel,2026,0,Open Access,Generative grammar|Discriminative model|Fidelity|Generative model|Measure (data warehouse)|Synthetic data
Effectiveness of exercise and physical activity interventions to improve long-term patient-relevant cognitive and non-cognitive outcomes in people living with mild cognitive impairment: a protocol of a systematic review and meta-analysis,Mirjam Dieckelmann|Ana Isabel González-González|Winfried Banzer|Andrea Berghold|Klaus Jeitler|Johannes Pantel|Arthur Schall|Valentina A. Tesky|Andrea Siebenhofer,2022,2,Open Access,Medicine|Psychological intervention|Cognition|Dementia|Data extraction|Cognitive decline|Quality of life (healthcare)|Gerontology|Physical therapy|MEDLINE|Clinical trial|Clinical psychology|Physical medicine and rehabilitation|Psychiatry|Nursing
CausalMixFT-Scale Augmentation Overhead and Throughput in Tabular Foundation Model Fine-Tuning,Assignee Research,2026,0,Open Access,Overhead (engineering)|Throughput|Foundation (evidence)|Quality (philosophy)|Automation
Inference-Time Refinement Closes the Synthetic-Real Gap in Tabular Diffusion,Eugenio Lomurno|Filippo Balzarini|Francesco Benelle|Francesca Pia Panaccione|Matteo Matteucci,2026,0,Open Access,Estimator|Chamfer (geometry)|Set (abstract data type)|Kernel (algebra)|Matching (statistics)|Generalization|Closing (real estate)|Manifold (fluid mechanics)|Overhead (engineering)|Diffusion
Novel Generative Metrics vs. F1-Scores for Robust Tabular Data Evaluation,Assignee Research,2026,0,Open Access,Robustness (evolution)|Generative grammar|Generative model|Quality assessment|Automation|Synthetic data
Measurement of unnecessary psychiatric readmissions in the context of care transition interventions: a scoping review,Bo Kim|Christopher Weatherly|Courtney Benjamin Wolk|Enola K. Proctor,2021,2,Open Access,CINAHL|PsycINFO|Medicine|MEDLINE|Psychological intervention|Data extraction|Context (archaeology)|Health care|Mental health|Inpatient care|Psychiatry|Population|Family medicine
Analysis of the dynamics of production and foreign trade of fish products in Russia. Prospects for the development of the industry in the context of economic sanctions,Gadzhimirze Irazievich Gadzhimirzoev|А. П. Цыпин|E. Y. Nuykina,2024,1,Open Access,Sanctions|Production (economics)|Context (archaeology)|International trade|Economic sanctions|Fish <Actinopterygii>|Business|Economics|Fishery|Political science|Geography|Macroeconomics|Biology
Mixed-Data-Type Generative Models for Statistical Dependency Preservation in High-Sparsity Tabular Data,Assignee Research,2026,0,Open Access,Dependency (UML)|Task (project management)|Generative grammar|Statistical model|Generative model|Quality (philosophy)|Downstream (manufacturing)
Impact of Adversarial Generator Pretraining on Out-of-Distribution Robustness in Tabular Foundation Models,Assignee Research,2026,0,Open Access,Robustness (evolution)|Adversarial system|Prior probability|Generator (circuit theory)|Foundation (evidence)
Latent Space Dimensionality Impact on Adversarial Transferability in VAE and Diffusion Tabular Generators,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Transferability|Robustness (evolution)|Curse of dimensionality|Prior probability|Generator (circuit theory)
Comparison of Reconstruction-Based and Permutation-Based SSL Methods on Tabular Benchmarks,SOVEREIGN Research Kernel,2026,0,Open Access,Task (project management)|Representation (politics)|Convergence (economics)|Situated|Quality (philosophy)|Unsupervised learning|Generative grammar|Supervised learning
CausalMixFT-Scale Augmentation Overhead and Throughput in Tabular Foundation Model Fine-Tuning,Assignee Research,2026,0,Open Access,Overhead (engineering)|Throughput|Foundation (evidence)|Quality (philosophy)|Automation
From words to action? A scoping review on automatic sentiment analysis of patient experience comments from online sources and surveys,Elma Jelin|Lilja Charlotte Storset|Rebecka Maria Norman|Hilde Hestad Iversen|Lina H. Ellingsen‐Dalskau|Petter Mæhlum|Erik Velldal|Lilja Øvrelid|Øyvind Andresen Bjertnæs,2025,2,Open Access,Patient experience|Focus (optics)|Quality (philosophy)|Sentiment analysis|Generative grammar|MEDLINE|Deep learning|Experiential learning
Impact of Adversarial Generator Pretraining on Out-of-Distribution Robustness in Tabular Foundation Models,Assignee Research,2026,0,Open Access,Robustness (evolution)|Adversarial system|Prior probability|Generator (circuit theory)|Foundation (evidence)
Mixed-Data-Type Generative Models for Statistical Dependency Preservation in High-Sparsity Tabular Data,Assignee Research,2026,0,Open Access,Dependency (UML)|Task (project management)|Generative grammar|Statistical model|Generative model|Quality (philosophy)|Downstream (manufacturing)
Inference-Time Refinement Closes the Synthetic-Real Gap in Tabular Diffusion,Eugenio Lomurno|Filippo Balzarini|Francesco Benelle|Francesca Pia Panaccione|Matteo Matteucci,2026,0,Open Access,Estimator|Chamfer (geometry)|Set (abstract data type)|Kernel (algebra)|Matching (statistics)|Generalization|Closing (real estate)|Manifold (fluid mechanics)|Overhead (engineering)|Diffusion
THE TECHNIQUE OF BUILDING A SUSTAINABLE PROTECTION SYSTEM BASED ON ADVERSARIAL MACHINE LEARNING IN 6G WIRELESS NETWORKS,Leonid Legashev|Lyubov Grishina,2023,1,Open Access,Adversarial system|Computer science|Computer security|Artificial intelligence|Adversarial machine learning|Wireless network|Machine learning|Field (mathematics)|Wireless|Telecommunications
CausalMixFT Synthetic Dataset Size and Tabular Foundation Model Fine-Tuning Performance,Assignee Research,2026,0,Open Access,Robustness (evolution)|Synthetic data|Generalization|Foundation (evidence)|Convergence (economics)|Training set|Feature (linguistics)|Data-driven
CausalMixFT Synthetic Dataset Size and Tabular Foundation Model Fine-Tuning Performance,Assignee Research,2026,0,Open Access,Robustness (evolution)|Synthetic data|Generalization|Foundation (evidence)|Convergence (economics)|Training set|Feature (linguistics)|Data-driven
Adversarial Noise Injection Strategies in Tabular Foundation Model Calibration and Uncertainty Estimation,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Robustness (evolution)|Prior probability|Generator (circuit theory)|Foundation (evidence)|Calibration|Key (lock)
CausalMixFT Robustness in Tabular Foundation Models Under Distribution Shifts on TabMWP and TABFACT,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Generalization|Synthetic data|Data-driven|Foundation (evidence)|Generalization error|Training set
Eye Care for the Intensive Care Patient; A Systematic Review,Nicole Joyce,2002,6,NOT Open Access,Medicine|CINAHL|MEDLINE|Intensive care|Psychological intervention|Intensive care unit|Inclusion and exclusion criteria|Systematic review|Critical appraisal|Randomized controlled trial|Intensive care medicine|Nursing|Surgery|Alternative medicine
Latent Space Dimensionality Impact on Adversarial Transferability in VAE and Diffusion Tabular Generators,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Transferability|Robustness (evolution)|Curse of dimensionality|Prior probability|Generator (circuit theory)
"Tabular data for ""Assessment of ecological conditions affecting hydrogen application as a factor of agrolandscape sustainability management""",Sergei O. Kurashkin|Vladimir L. Tatarintsev|Leonid M. Tatarintsev|Nikita V. Martyushev|Vadim S. Tynchenko|Aleksei S. Borodulin|Vladimir A. Nelyub|Yadviga A. Tynchenko|Artem Y. Mikhailov|Ahmad Hammoud|Connie Tee|Shohel Sayeed|Vladislav V. Kukartsev,2026,0,Open Access,Table (database)|Water table|Agroecology|Sustainability|Table grape|Row
CausalMixFT Robustness in Tabular Foundation Models Under Distribution Shifts on TabMWP and TABFACT,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Generalization|Synthetic data|Data-driven|Foundation (evidence)|Generalization error|Training set
Adversarial Noise Injection Strategies in Tabular Foundation Model Calibration and Uncertainty Estimation,SOVEREIGN Research Kernel,2026,0,Open Access,Adversarial system|Robustness (evolution)|Prior probability|Generator (circuit theory)|Foundation (evidence)|Calibration|Key (lock)
Integrating Causal Graph Structure into TabPFN for Enhanced Few-Shot Learning on Tabular Benchmarks,SOVEREIGN Research Kernel,2026,0,Open Access,Spurious relationship|Synthetic data|Variety (cybernetics)|Graph|Feature (linguistics)|Training set|Deep learning|A priori and a posteriori
"Tabular data for ""Assessment of ecological conditions affecting hydrogen application as a factor of agrolandscape sustainability management""",Sergei O. Kurashkin|Vladimir L. Tatarintsev|Leonid M. Tatarintsev|Nikita V. Martyushev|Vadim S. Tynchenko|Aleksei S. Borodulin|Vladimir A. Nelyub|Yadviga A. Tynchenko|Artem Y. Mikhailov|Ahmad Hammoud|Connie Tee|Shohel Sayeed|Vladislav V. Kukartsev,2026,0,Open Access,Table (database)|Water table|Agroecology|Sustainability|Table grape|Row
Scaling Synthetic Dataset Size in Adversarial Pretraining for Tabular Foundation Model Robustness,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Adversarial system|Synthetic data|Generalization|Scaling|Training set|Foundation (evidence)
Integrating Causal Graph Structure into TabPFN for Enhanced Few-Shot Learning on Tabular Benchmarks,SOVEREIGN Research Kernel,2026,0,Open Access,Spurious relationship|Synthetic data|Variety (cybernetics)|Graph|Feature (linguistics)|Training set|Deep learning|A priori and a posteriori
Optimizing Noise Mixtures in Synthetic Pretraining for Tabular Foundation Model Calibration and Alignment,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Prior probability|Adversarial system|Generator (circuit theory)|Calibration|Noise (video)|Synthetic data
Performance Comparison of CausalMixFT with SMOTE and MixUp in Tabular Foundation Model Fine-Tuning,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Generalization|Task (project management)|Foundation (evidence)|Synthetic data|Feature (linguistics)|Training set|Generalization error
Policy of excises harmonization in the EU and EEU,Анна Тихонова,2020,2,Open Access,Harmonization|Excise|European union|Tax harmonization|Tax policy|Globalization|Public economics|International trade|Economics|Indirect tax|Political science|Tax reform|Tax competition|Macroeconomics|Law
Noise-scaled synthetic pretraining effects on tabular foundation model inference throughput,SOVEREIGN Research Kernel,2026,0,Open Access,Robustness (evolution)|Inference|Prior probability|Adversarial system|Foundation (evidence)|Synthetic data
