waterfront,view,condition,borrar,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
0,0,2,6309,10271,4,464,13971,24400,49,7,8883,4116,4895,0,969,9899,15340,11997,23686,779957.8621640378
0,0,3,25801,10832,3,674,13916,4641,49,5,6774,4854,1194,0,3231,16475,7452,2759,5830,1096378.6766524196
0,0,2,14134,15716,3,464,7038,17611,0,5,2257,3856,4620,0,1947,11216,19529,8810,18759,484644.4713403047
0,0,2,26596,8328,4,589,16780,5446,49,8,13441,4023,6646,0,3535,8479,5945,9887,3702,818922.1408394661
0,0,2,2971,3349,3,309,6613,11668,0,5,6470,0,5366,0,1716,7179,11319,3928,8083,310000.0
0,0,3,21006,6693,3,360,2705,19696,0,5,2938,0,4427,0,1209,2692,16844,6375,16521,252589.3137845184
0,0,2,22345,16721,5,506,6867,5630,0,5,2570,2298,1662,0,3462,21087,6228,6496,3473,650000.0
0,0,2,22315,3308,3,419,10210,449,86,7,9903,0,5993,0,193,11859,14846,9308,528,625000.0
0,0,2,1634,10496,4,569,15904,4840,49,7,12520,3283,6254,0,2207,10497,19791,12733,3648,635724.6754352463
0,0,2,7910,7723,3,75,3618,13803,0,5,2874,0,2313,0,3398,13093,2055,3000,5524,475830.6648167515
0,0,2,7043,6395,3,75,5302,22405,0,4,5125,0,3696,0,715,21449,21553,1041,22050,200588.34546349468
0,0,0,13212,16629,0,18,2,21338,0,0,0,0,2710,0,2429,8576,20679,4883,22834,181990.20028069048
0,0,3,21665,3362,4,464,10384,15907,49,5,10526,0,3755,0,365,16244,13518,6745,17532,559998.8300501168
0,3,3,16931,14139,3,206,9123,9188,0,7,5847,1935,1194,0,4281,18352,241,11423,8715,893389.6453788971
0,0,4,26489,10674,4,419,9782,3290,0,5,2874,5148,2765,0,3526,22446,3228,883,3449,449980.86298978265
0,0,3,17061,2512,3,206,2841,21408,0,5,2938,0,4480,0,0,415,9251,2643,21902,175750.70161144112
0,0,2,5421,8210,3,309,7629,16699,0,5,4289,1353,3708,0,2430,7997,17406,4883,19148,350000.0
0,0,3,26154,15284,3,309,10654,20784,0,7,5545,3734,4124,0,708,16959,9884,11590,21466,940594.771373701
0,0,2,5353,11493,3,264,8295,21373,0,6,8139,0,5023,0,2069,24740,13494,5998,19248,592788.3511878874
0,0,2,8547,7395,5,464,17811,23680,49,11,16108,0,5642,0,1146,21138,16011,15058,23785,1820849.355238971
0,0,2,25000,5633,3,206,6385,10751,49,6,6222,0,883,0,3315,16543,7899,4591,8076,844345.6140160204
0,0,2,17229,15827,3,464,5802,1424,49,6,3589,858,6067,0,2764,18996,5145,3941,801,599889.4678316371
0,0,2,25930,3748,4,360,14637,12845,0,6,6170,6355,5642,0,365,1337,1789,9106,13365,291723.84986161516
0,0,2,18425,8466,3,569,6694,551,121,5,6584,0,5760,0,3164,22375,6957,4389,318,440000.0
0,0,2,24399,7256,5,619,13484,3101,49,5,7271,4776,3412,0,3462,17161,5201,3114,1861,544707.4641111115
0,0,2,24899,14047,5,569,13724,9099,49,5,13419,0,5700,0,1348,18415,11431,7782,6893,650642.3653530626
0,0,2,25780,6363,3,264,3002,10139,0,5,860,698,2262,0,3891,9223,3464,1906,10483,251411.0765020356
0,0,2,5655,6123,5,360,12318,15205,0,7,6325,4104,4252,0,4264,27202,1169,14203,18320,743687.8552576946
0,0,3,4344,10765,3,206,7591,14388,0,6,7433,0,4016,0,1928,5865,11541,7440,12646,380644.84338891774
0,0,2,7138,9517,4,419,12932,13012,49,7,12695,0,5642,0,836,22804,11448,5899,16021,649200.040950609
0,0,2,2963,13718,4,419,10243,9327,49,7,10028,0,6132,0,1348,14754,19823,10631,8023,644329.0459756067
1,4,2,10185,3692,3,419,7578,18071,16,6,4836,1113,1926,130,3535,9346,2488,7975,21982,636024.5410596202
0,0,3,2809,11613,6,264,15515,19390,0,5,6720,6547,3211,0,1024,21862,17487,3365,19765,375573.9125320101
0,0,3,1523,14597,3,75,1183,2179,0,5,1427,0,1176,0,2941,22364,3957,5960,2957,494682.63626818056
0,0,2,27242,16774,10,0,18010,0,200,0,16171,6981,6762,893,4281,134,13519,15161,0,78000.0
0,0,3,5927,8838,3,75,234,1822,0,4,283,0,2039,0,3010,23170,2608,1170,1594,330950.7740208377
0,3,3,1482,7580,2,419,8878,19507,0,5,3309,4329,3880,0,4129,7061,1541,12707,21150,708004.1735381321
0,0,2,13454,11443,3,75,5235,19319,0,4,5311,0,2832,0,969,25465,10072,4849,18217,437430.70463278104
0,0,2,1141,7660,2,75,2174,6703,49,5,2715,0,1358,0,2609,9261,9751,886,7452,223064.33218406065
0,0,2,9002,8386,3,264,6361,13650,49,6,6257,0,4364,0,1209,20592,12518,4237,15993,627321.063216899
0,0,2,23714,4224,3,75,903,6193,0,5,1130,0,2359,0,3853,11370,577,2392,6617,275000.0
0,0,2,10539,4365,3,360,13213,21580,49,6,13099,0,5928,0,1285,5431,19910,10442,22195,490000.0
0,0,2,22628,12364,3,360,7188,21140,49,3,7047,0,29,0,1285,6826,10654,3894,13543,236818.02093354217
0,0,3,10683,10408,3,75,2841,14877,0,5,3298,0,4364,0,2168,7281,15549,3600,15144,350447.56619309925
0,0,3,2404,13758,3,264,3618,1484,0,5,3726,0,2710,0,2654,22836,3177,5540,3209,433441.4492398461
0,0,2,24219,15667,5,628,11324,24164,49,5,7396,2401,4773,0,715,22315,21535,7024,24337,360274.22403527633
0,0,2,19471,15834,5,785,17821,15897,49,8,15356,6820,4954,0,2006,17779,12263,13603,14689,1452727.933654771
0,0,2,18489,12427,5,419,10688,19587,0,5,4230,4800,4329,0,1716,4610,17309,5893,21628,304341.8186866568
0,0,2,333,3748,3,419,10019,9435,49,6,10053,0,5231,0,2265,18698,16736,9445,8711,572801.180438836
0,0,2,21431,1157,4,360,10270,20885,49,6,9994,0,2832,0,267,16349,11017,6377,19497,871926.1444037699
0,0,2,20255,13934,3,75,1356,17683,0,5,1641,0,2539,0,4078,7937,6780,2208,15575,190692.1811870686
0,0,2,13236,14724,3,309,10654,21359,0,7,10694,0,4842,0,1483,3141,14377,10852,19261,356538.4412794219
0,2,2,10981,10294,3,419,10453,6379,49,6,10424,0,5928,0,1710,7690,10818,12026,7432,448588.1164212912
0,0,2,14439,7304,3,419,9211,4339,49,6,8958,0,5231,0,3315,13740,8016,7714,7158,519898.3137014356
0,0,2,18115,15494,3,75,1116,10228,0,4,1369,0,2665,0,3238,9444,2575,2481,10717,224182.32168749225
0,0,2,25477,5269,4,360,9304,20180,49,7,9409,0,5119,0,2296,19012,18234,8839,20730,759680.4838113234
0,0,2,15281,1473,3,419,9758,16876,49,6,9920,0,5420,0,183,25168,19044,6837,18882,420000.0
0,0,3,24367,1840,4,309,15595,15073,49,7,14716,0,4016,0,2517,9728,10747,12189,16674,731854.9817001927
0,0,2,7629,6735,3,264,2104,11887,0,5,2651,0,2832,0,3397,24754,3712,2823,9795,312979.1021553075
0,0,2,1458,16084,4,419,9211,5671,0,5,4289,3380,4185,0,420,18342,13395,4783,13194,615296.5648038326
0,4,2,24948,15399,3,785,17705,19724,49,9,15696,5574,5175,0,57,14224,13253,13441,20209,1625380.706649595
0,0,2,25770,7179,3,206,3173,7238,0,5,3529,0,2199,562,520,18343,12651,4006,11443,712584.9826172999
0,0,2,17294,13406,3,419,9930,1752,49,7,6338,2530,6503,0,3588,16326,5656,5213,8466,680881.7216619399
0,2,2,6986,10072,3,464,9630,12345,0,8,7229,18,3755,0,3712,9787,465,9161,10717,1050727.5389365114
0,0,2,14003,15527,3,206,4489,10139,0,5,4716,0,4579,0,649,1378,6551,4237,10848,200491.49529388777
0,0,2,7150,1397,6,946,17179,20012,49,9,15281,1126,6199,0,715,17727,12769,13703,18169,1587756.6120341748
0,0,2,15372,703,3,419,5814,13748,49,5,5735,0,5420,0,784,4830,11128,4770,13669,290010.2966512348
0,0,2,13764,1758,3,75,2289,11887,0,4,2726,0,2609,0,3652,15709,5788,2698,12514,201048.46080963573
0,0,2,2789,3403,4,419,11451,7612,49,6,11517,0,5175,0,908,23693,11097,8756,7432,589924.5742743362
0,0,2,6947,9106,4,419,13762,22184,0,5,6936,5580,3696,0,257,17090,13262,9137,19242,619840.4142587496
0,0,2,17741,16446,3,75,5732,3475,16,6,5611,0,1194,0,2941,16018,6200,4702,2949,540000.0
0,0,4,5807,0,3,419,9050,8540,49,7,6774,1100,0,0,2488,15728,2020,6129,2123,1019038.0004864916
0,0,2,9635,14793,3,206,728,16092,0,5,930,0,2430,0,4078,7171,6841,2320,14936,225050.78191646416
0,0,2,5728,7941,3,309,6925,3290,49,6,6828,0,6488,0,3238,18674,4140,4715,5072,631194.9066105458
0,0,3,19593,8568,3,264,6636,8974,0,6,4105,961,2897,0,3712,24037,5470,6257,10706,432001.0988296137
0,0,2,8587,15812,3,264,4059,11212,0,6,4239,0,4364,0,2006,5948,13064,4181,12478,278660.1168450665
0,0,2,6695,9102,4,264,9630,23257,0,6,4479,3617,5186,0,2109,27131,14786,11016,23863,450000.0
0,0,2,17125,3867,3,419,5133,9009,49,6,5304,0,5420,0,1495,10439,20154,3713,9963,307274.184549634
0,0,2,2635,4304,3,419,10447,14589,49,6,10909,0,4842,0,0,457,7660,6377,14924,255000.0
0,0,2,20981,12460,3,569,17550,22706,49,8,15837,902,5980,0,836,19142,12593,14761,23273,1237864.0282914029
0,0,4,24715,13144,3,287,9630,16707,0,5,9782,0,4364,0,715,23656,11394,4820,17434,585902.0079951895
0,0,2,24922,3133,3,309,6925,20195,0,5,6711,0,5287,0,0,1316,8286,5293,22940,265000.0
0,0,2,2679,1977,4,419,4927,6749,49,5,4895,0,5810,0,66,639,7660,3526,7673,205811.7567082273
0,0,3,10339,711,3,75,4663,11077,0,5,4645,0,3696,0,1797,4663,13204,4404,12599,227028.19155857232
0,0,2,8741,9461,3,464,6240,957,49,6,5817,0,6646,0,2654,9857,6874,3989,2171,307643.2075118198
0,0,2,15710,7595,4,619,15110,6114,49,6,14353,0,593,0,2558,21063,3692,6196,3792,840972.9019508089
0,0,3,14701,1491,5,264,5273,21329,0,6,4781,0,3696,0,2069,7365,10975,7828,22012,340000.0
0,0,2,19286,1444,4,419,12493,5980,49,6,12225,0,6089,0,2109,19395,13848,10564,9538,786873.3133165918
0,0,2,11672,9524,2,75,3067,5446,0,5,3407,0,2539,0,3398,10372,5472,1158,5798,375000.0
0,0,3,8600,5892,3,75,4769,2285,16,5,3589,19,465,0,2892,17950,3066,4062,1724,590484.422309316
0,0,2,17079,11275,2,75,3025,7331,0,4,756,1866,2075,0,3238,10258,5415,3600,8055,189368.97920929152
0,0,2,13100,15568,3,309,11103,5824,0,5,3407,5602,3211,0,2517,14517,2186,3894,7391,592898.2910563753
0,0,2,17880,6216,4,419,7121,9266,49,6,6792,0,5810,0,1868,12137,11081,5960,7432,420000.0
0,0,2,6036,9607,2,360,14937,24559,0,5,7926,5427,4427,0,2265,3066,12985,9358,24318,370000.0
0,0,2,14913,3885,3,419,16776,20649,49,8,15494,0,5119,0,1285,21713,13624,13558,22510,797094.0279398934
0,0,2,17299,12169,2,419,3480,302,49,6,2195,331,6248,0,3373,20951,7398,1480,400,445632.88766720175
0,0,4,14138,7254,4,419,7512,5274,0,5,3225,3265,2151,0,3010,23292,6638,2208,3388,552372.3859195524
0,0,2,12079,15081,3,206,3503,17552,0,6,3894,0,2863,0,3094,23670,5399,3561,9942,353536.49244956597
0,0,2,20277,16122,3,264,6136,16385,0,5,3589,1499,3798,0,2109,6854,16047,4715,15911,308060.2213119367
0,0,4,4473,3004,3,264,2660,7788,49,5,2938,0,1878,0,3164,10383,5139,1362,7648,323981.32873328816
0,0,3,1413,14433,3,419,12757,22919,0,8,7054,4564,4070,0,1146,2762,9328,12363,23523,451399.37097342
0,0,2,24006,12248,3,419,4052,1343,49,6,4239,0,4124,0,3010,18408,499,4006,1188,674735.9492735887
0,0,2,24173,10625,2,75,621,3290,0,4,737,0,2336,0,3010,11497,1502,4499,5968,370000.0
0,0,2,3742,14294,3,419,7949,2378,49,5,7487,0,6067,0,2430,11556,11293,4999,1835,449973.1798838249
0,0,3,8802,11437,2,75,253,1498,0,4,395,0,1847,0,3891,10772,1916,681,1762,248780.2938112799
0,0,3,14856,656,4,75,4951,7691,0,5,2501,1353,3562,0,1285,2318,13227,4006,11071,233108.97560594752
0,0,2,6126,7961,3,360,6809,2273,49,5,6831,0,6000,0,3315,12536,5496,4820,2949,390000.0
0,0,2,26544,9706,3,75,8124,8578,0,5,2533,3856,3652,0,3462,11016,6831,4343,14967,312561.88505714334
0,0,2,10752,11800,5,464,15464,18421,0,6,8778,5882,6132,0,3891,7645,4659,11414,16312,411466.40973720927
0,0,2,24533,7886,5,75,7072,14867,49,5,6774,0,2325,0,3588,25345,3531,3330,12503,415000.0
0,0,2,24267,8386,4,360,3838,6132,49,4,3894,0,1306,0,3712,11281,7022,3709,4647,335000.0
0,0,2,11279,3291,4,309,6994,20969,0,5,4170,1935,4185,0,1573,27062,7153,6725,11461,400761.8179712053
0,0,2,8002,9222,4,464,11257,10700,49,6,11661,0,6000,0,0,859,8608,13127,10643,358899.4763268736
0,0,4,23257,2363,4,309,7729,21054,0,6,7416,0,3696,0,1024,10479,19282,7082,21548,497281.5202843491
0,0,2,15347,7302,3,264,6126,13043,0,5,2117,3020,3495,0,1024,14608,15289,5201,14679,352488.00841441593
0,0,3,507,4753,3,309,10598,8980,49,5,10908,0,289,0,2602,15280,7832,2871,9383,584973.5370995613
0,0,2,17900,3634,3,419,6524,3290,49,5,6828,0,5480,0,1091,321,20017,8941,4240,205165.53108125317
0,0,2,10083,8913,3,419,10702,7275,0,6,4759,4521,6067,0,649,1677,2074,6196,9552,310608.3229808946
0,0,3,4162,0,4,360,15142,22851,0,6,8998,5566,1306,0,905,13830,8231,9390,21742,913755.1437306904
0,0,2,10581,10271,3,206,4545,8174,0,6,1921,858,3412,0,3010,22668,3847,8253,12382,517969.76744836953
0,0,2,23641,15081,2,75,5180,8062,0,5,2435,1702,1644,0,3712,10099,1824,2871,8730,409201.56696586614
0,0,2,21773,16774,1,6,7822,0,200,4,15102,3617,6762,0,3891,27328,2376,3000,28,228292.80579275676
0,0,2,1671,11930,4,464,15311,18028,49,8,14610,0,6132,0,2389,11047,18187,12241,16773,764200.9216567844
0,0,2,19842,558,3,360,10513,5966,49,6,6058,3255,792,448,2517,18852,2786,7210,5669,767996.6155447133
0,0,2,20347,15728,5,419,14296,5446,49,6,13773,0,6324,0,2069,12447,20542,8648,5165,683384.2778813404
0,0,2,20246,10328,4,75,5922,3730,49,5,5817,0,315,0,3238,21114,2560,2514,1543,629510.3007354855
0,0,2,9996,2606,4,506,15360,8502,49,7,12494,3093,1737,734,3010,10052,2406,10191,10497,757427.8128548734
0,0,2,20698,10075,4,360,14777,23072,49,7,14173,0,4842,0,2069,26686,18741,13377,23215,650129.6711254678
0,0,2,5345,16653,4,360,9758,16112,49,5,9630,0,5175,0,1285,17122,17595,4237,16284,634313.1007242728
0,0,2,21690,4950,3,206,3931,12862,0,5,4060,0,4016,0,3774,25315,4182,6377,15380,273862.150230899
0,0,2,13777,9884,3,75,6694,5365,49,5,6703,0,1346,0,3774,16855,1266,8335,7484,560933.8530571216
0,0,2,19475,9420,5,464,16450,23781,49,6,15260,0,4485,0,1024,20406,16248,14929,23634,1052665.1956334002
0,0,2,15477,9261,2,75,5057,3432,49,6,2442,2258,5928,0,3594,12694,9893,4525,2927,500000.0
0,0,3,10754,2363,3,264,7072,5446,0,5,3407,2526,772,0,3010,18428,4842,4006,4157,715393.764462754
0,0,3,24214,3399,3,75,3239,13891,0,4,3588,0,2686,0,1573,19151,14354,2020,10024,335385.88367531775
0,0,2,15702,13376,3,569,6470,696,49,5,3407,2401,6132,0,3164,15058,5559,5143,1054,605218.1055147302
0,0,3,7806,13989,3,75,3593,6676,0,5,2024,315,2043,0,4281,17216,510,3941,5072,598479.3273370145
0,0,2,19261,8568,4,464,17074,14889,49,8,15748,0,6254,0,2517,17620,18190,14910,15529,990042.5687375276
0,0,2,9586,13543,2,75,3026,1119,68,5,3180,0,6646,0,3089,22925,3712,1786,424,382868.2344972495
0,0,3,6609,12190,3,75,3931,20473,0,5,4239,0,2490,0,361,2988,11781,5378,19275,208217.75930858165
0,0,3,5951,13476,3,177,1816,15810,0,5,2257,0,4234,0,252,11822,13096,5167,16911,289965.1696939312
0,0,2,17941,7538,3,75,2845,5212,0,5,3252,0,3161,0,2109,7534,10945,5109,5191,230000.0
0,0,2,4439,7000,4,75,3319,23097,0,5,3589,0,2115,0,3238,7615,5939,3210,22595,119911.71106737557
0,0,2,15581,6340,3,569,10934,2668,49,6,10747,0,692,1,2941,18060,5063,3645,2559,885426.9552739833
0,0,2,16063,3114,3,264,11616,22067,49,5,10485,0,3020,0,856,26743,10279,7495,10717,484352.7022809367
0,0,2,22468,5483,3,75,3874,4731,0,5,546,1935,546,0,3010,16917,384,5183,5847,540000.0
0,0,2,9113,15931,1,75,2604,1973,0,5,1237,1127,1420,0,3238,18870,5255,7481,10941,515296.964416062
0,0,3,17523,9091,4,419,11822,10054,49,5,12096,0,3755,0,1716,17246,15867,5079,11582,723183.9848862824
0,0,3,16881,9615,9,619,16713,9626,49,8,13972,3494,1420,0,3010,16621,7824,14014,8441,1661518.2829115526
0,0,2,11447,1386,4,419,9521,16541,0,6,6936,207,4637,0,4123,3851,5335,7150,19106,414695.40592321224
0,0,4,17086,9577,4,360,3618,15642,0,5,3706,0,3755,0,4230,6425,9359,6320,19464,246419.9160970125
0,0,2,5713,15512,3,264,6587,19541,0,5,2500,3115,2043,142,3860,26177,3179,6678,19812,348480.8031678376
0,3,3,21556,12999,3,419,13491,23118,0,6,6089,5917,3278,0,3963,5855,2511,11417,20388,821963.8117512144
0,2,2,23348,12364,4,419,12863,19602,0,7,9456,1935,4411,0,193,1256,5789,13348,17392,440000.0
0,0,3,10566,13543,3,419,5686,19569,0,5,3407,1233,5119,0,1348,2397,19504,4237,17733,275754.1857913352
0,0,2,16736,13017,4,419,8096,15297,49,5,7932,0,6199,0,0,1513,8861,6260,16698,299211.7007760251
0,0,3,1114,11388,3,360,5699,14237,49,5,5618,0,4827,0,1209,3306,15656,4939,9572,274531.69435714604
0,0,2,19265,2363,5,1022,17912,22521,49,8,16128,0,6000,796,1462,10930,6716,12108,22456,2629340.246851468
0,0,2,6629,7245,2,206,5371,23589,49,5,5304,0,3562,0,1348,2881,19364,6725,23988,560933.5364568622
0,0,2,20605,13188,3,75,1957,14627,0,5,2501,0,2897,0,3856,24884,5556,2320,16176,289147.15512393083
0,0,3,3218,2778,3,75,1344,6519,16,5,1641,0,964,0,3315,18322,1723,2524,4647,489742.82931210217
0,0,2,23837,16307,5,569,15303,9350,49,6,10746,4423,6127,0,297,1969,2511,8691,8290,375159.8204619777
0,0,2,13758,2975,5,360,11014,21376,49,7,11783,0,5483,0,2312,5299,10100,12503,22231,591185.3238748342
0,0,4,4552,14692,3,75,4101,22148,0,5,4329,0,4364,0,2207,5424,20596,2092,22279,270000.0
0,0,2,22302,14844,2,75,502,4743,0,4,628,0,2655,0,3891,8987,8731,2823,6766,231843.83205966663
0,0,2,11607,12415,2,75,453,2663,0,4,605,0,1322,0,3089,14614,1430,2698,2620,334320.98756174074
0,0,2,15606,13017,3,309,2109,1047,68,5,2570,0,6324,0,2517,22090,3700,2278,2411,380164.47142741387
0,0,3,8001,15399,3,360,2902,19313,0,5,3407,0,3161,0,99,15851,10553,6208,19534,663364.4307512734
0,0,2,23688,10072,3,419,7446,8800,49,5,7086,0,5551,0,1348,3835,18885,6093,8348,300000.0
0,0,2,3855,3188,3,360,4298,5230,0,5,2483,858,2043,0,2312,21221,5872,2320,5072,598710.9105512593
0,0,3,15983,13989,4,309,11187,2189,16,7,6987,2633,2151,0,3010,18455,4072,7305,4421,750960.3881285696
0,3,2,20000,8568,3,360,13469,22606,49,8,13280,0,6137,0,3774,6365,1541,7313,21789,799534.0747542332
0,0,2,10619,9272,3,264,6694,11470,0,5,3894,1866,4364,0,1797,14676,19332,5558,11845,512830.5385843893
0,0,3,1980,6103,3,264,1747,10139,0,4,2084,0,2765,0,99,1229,5889,227,9933,199978.30266688133
0,0,3,20686,15284,5,360,13628,11700,0,6,5351,6164,2970,0,3712,22839,2940,5724,7462,658153.5225235831
0,0,2,4610,1757,4,464,8371,1781,49,5,6708,207,6597,0,2069,11941,11776,5797,1655,439471.7471046779
0,0,3,7268,6828,3,264,5230,23923,0,5,2442,1802,4773,0,1209,5110,10581,3114,19380,309950.56041453336
0,0,4,4247,12494,4,309,12224,17055,0,6,5125,4968,2395,0,3535,24729,4413,6196,11779,523858.4551388462
0,0,3,3465,15749,4,569,15136,11493,0,6,7363,6097,2043,0,4281,16093,265,8810,5383,892432.444792314
0,0,2,2205,10401,2,360,2410,712,86,7,2809,0,6199,0,2674,20419,2456,3600,743,633171.6318619788
0,0,2,26824,9483,4,464,13454,3198,49,7,13133,0,6646,0,2207,6214,16273,11316,2975,535000.0
0,0,2,2127,13986,4,464,17233,22922,49,8,15810,0,6067,0,969,20418,10598,13166,22870,1511342.600833976
0,1,2,16117,11942,5,569,17190,16580,49,8,13753,5395,2230,861,2602,20606,8286,13836,16719,2180937.8433289425
0,0,2,22709,13909,4,419,12623,22112,0,6,5173,5488,4246,0,1348,20425,8275,10123,16247,631663.7978983357
0,0,2,4778,3990,3,75,4315,13325,0,5,4497,0,3696,0,836,14600,17180,5520,13588,419101.62831609306
0,0,2,1364,9701,3,419,10106,24457,49,6,9395,0,4842,0,1928,6092,13623,5941,24449,409985.5983733134
0,0,2,25183,65,3,419,8817,11092,49,5,8290,0,6132,0,969,2711,18075,5724,11097,315000.0
0,0,2,14448,10863,3,619,9273,2330,49,6,5631,1927,6424,0,3398,24327,3575,4057,2841,581802.6395403002
0,0,2,8828,6917,3,464,9327,10639,49,7,8881,0,764,0,3315,15550,6503,7598,6046,1239782.007834429
0,0,3,15790,15573,4,360,8989,23443,49,6,8674,0,4480,0,0,609,9920,6496,23439,279976.7120579491
0,0,2,17626,9076,2,264,5802,5519,0,4,745,3734,964,211,3238,21939,3608,6472,9004,398365.5593909582
0,0,2,14931,16429,3,419,9452,10134,49,6,9782,0,5179,0,2069,14532,21786,8416,10937,430322.26624105783
0,2,2,9590,15399,3,360,7465,20991,0,6,4606,1126,2490,0,4153,27172,2437,12198,19093,548059.98816536
0,0,2,5982,6434,3,264,7513,18170,0,5,3576,2611,3907,0,1797,22340,14224,5960,16198,446678.5869907659
0,0,2,941,8025,4,419,11501,4327,49,6,11616,0,5899,0,2558,7074,12857,10588,5532,375842.7446442658
0,0,2,21164,4930,3,419,6994,7245,49,5,6960,0,6265,0,2265,11736,21412,4469,2142,404162.16946030816
0,0,3,2385,5992,3,309,9231,21486,49,6,9457,0,4016,0,1120,809,1541,9106,21639,400000.0
0,0,2,7231,15960,3,75,1198,14764,0,3,1641,0,3260,0,715,3090,11809,122,11981,184313.8834667611
0,0,2,10388,2953,4,419,13525,19036,49,6,13066,0,4895,0,4009,7899,7249,8246,12374,452499.7006330204
0,0,2,24997,2953,3,419,4420,1562,49,6,4645,0,6132,0,1091,14463,19021,4404,1569,413010.5536354841
0,3,3,27242,16774,10,1144,18010,24871,200,11,16171,6981,6762,0,3407,45,22052,15161,727,7700000.0
0,0,2,18840,1098,3,419,6994,8286,49,6,7039,0,4309,0,297,14049,13204,7487,9350,511087.439962508
0,0,4,25377,3608,3,309,8769,5446,49,5,5068,2069,803,0,2602,17346,226,5109,4646,735923.4442924032
0,0,2,15360,5296,4,419,6994,3634,49,5,7000,0,6067,0,1348,17943,19150,5437,3372,518398.1494126728
0,0,2,7809,14241,4,419,11782,5515,49,7,11859,0,6646,0,1928,7998,16641,11195,18393,699576.3126572499
0,3,3,22217,15344,10,1144,18010,24871,0,11,16171,6981,6646,0,0,221,21964,15161,8950,7700000.0
0,0,2,21389,3233,3,75,3502,8024,0,5,3846,0,3333,0,2207,6328,13168,4591,9773,285000.0
0,0,2,14371,11803,5,419,8817,11598,0,6,3676,3617,3628,0,1348,22750,12784,8810,13256,506868.9538273394
0,0,2,5888,13806,3,71,3011,12982,0,5,3180,0,2765,0,3835,26078,6664,2759,14118,326127.56705408293
0,0,2,13823,8386,4,360,9385,18712,0,5,3016,5051,4364,0,1285,21672,15116,5179,18221,604807.482117767
0,0,3,17830,5269,3,419,10776,9035,49,6,10714,0,5810,0,1496,7664,9978,8812,9877,439839.3942292477
0,0,2,12928,8063,3,419,12315,8937,49,7,12496,0,2539,710,1285,12256,20253,5562,17304,694674.7750764323
0,0,2,26443,1921,4,206,7812,21409,0,5,3180,3145,3696,0,4131,5623,4396,4237,20513,315000.0
0,0,3,9451,4663,3,264,2079,19158,0,5,2570,0,4427,0,1797,5363,15853,6274,21035,225000.0
0,0,4,25211,886,4,419,3668,13651,0,5,3650,0,3755,0,1650,6219,13679,4404,13780,267204.33208602393
0,0,3,4007,7125,3,309,5371,7708,49,6,5397,0,4596,0,1573,24646,11985,4581,7995,379410.7010781215
0,0,3,8079,15716,3,360,5302,21441,0,5,5224,0,1306,0,4175,24444,1200,7300,12186,725023.8777172011
0,0,2,21930,3748,4,619,9211,21209,0,6,8958,0,3161,0,3238,12140,1266,5109,7813,931332.9584177316
0,0,2,11842,14294,4,506,14669,7612,49,8,14094,0,6646,0,4281,20242,1041,11724,6360,799339.6815530836
0,0,2,20311,11575,5,309,7072,7612,16,5,6819,0,1194,0,4009,8871,7978,1930,11206,252840.8020288336
0,0,2,4912,9289,3,419,9367,15318,49,6,9246,0,5175,0,2006,24483,15872,10733,7852,690177.1710564111
0,0,2,16126,2069,3,75,2841,21881,0,5,3180,0,2615,0,3891,26845,6347,2698,19331,380026.39066543506
0,0,3,3358,362,4,619,15836,22761,0,6,6765,6723,4427,0,2006,10840,17758,9261,22808,582436.0052483063
0,0,2,11509,162,3,75,1537,4046,0,4,1887,0,158,0,3398,13840,7525,2823,896,199986.2714625663
0,0,2,19301,5899,3,75,926,6417,0,5,1130,0,2970,0,2558,22346,2336,462,6859,340000.0
0,0,2,3114,9858,4,419,7414,11089,49,5,7099,0,5037,0,1209,3716,15250,5319,12085,254651.39126869247
0,0,2,26308,8386,3,360,10860,23422,49,6,10660,0,4946,0,908,26461,11634,12195,22130,518523.81779198686
0,0,2,22388,12063,4,360,7521,5446,16,6,7190,0,572,0,2941,20193,2195,3051,3491,650000.0
0,0,2,14640,15162,4,419,8989,3860,49,6,8762,0,5928,0,1928,7870,16920,6196,3322,406477.5532862452
0,3,3,0,16774,10,1144,18010,24871,0,11,16171,6981,5231,0,0,0,22052,15161,0,7700000.0
0,0,3,6865,13940,4,419,13771,11751,0,7,5011,6401,3819,0,1650,10951,11723,11211,14584,673410.6096427054
0,3,4,21374,2880,4,464,14626,15408,0,6,6624,6296,2151,0,3462,10288,314,11343,15217,941219.668057263
0,0,2,27242,16774,5,1115,16786,0,0,0,0,0,6762,893,0,0,22023,133,0,78000.0
0,0,2,4440,5284,5,569,17598,24622,49,6,14021,6568,5104,0,252,12753,15224,9587,24121,769694.8809787361
0,0,3,22973,10663,4,206,6636,16129,0,5,1422,4066,4480,0,1285,7596,14365,2514,11420,343109.45849334804
0,0,2,9404,110,3,360,11802,21170,49,6,12019,0,4427,0,1716,2298,18060,9144,22622,494881.34406205104
0,0,2,22695,11465,4,360,16514,23907,0,6,12448,5311,4715,0,1024,3695,18962,11337,24086,575585.7233617516
0,0,3,21705,15567,4,264,5381,20845,0,5,5304,0,3999,0,836,743,20869,4396,21713,254694.82730069107
