Geography,Gender,HasCrCard,IsActiveMember,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,borrar,Exited
0,1,1,0,21775,2918,7,0,1,12874,12609,0
1,0,1,1,3913,1652,0,3768,1,19857,20230,0
1,1,1,1,1445,2156,5,5686,1,16745,16719,0
0,1,1,0,11697,183,9,0,1,11843,11857,0
2,0,0,0,21496,2803,4,6126,0,9276,9299,0
2,0,1,1,13745,1781,4,8162,1,23225,23221,0
0,0,1,1,4613,2276,9,0,1,15246,15376,0
2,1,1,1,6810,2406,2,0,1,5680,5719,0
0,0,1,1,1226,922,9,8021,1,24019,23990,0
0,0,1,1,12239,2276,4,14552,1,9558,9560,0
0,1,0,1,12261,5378,4,14142,0,14760,14754,0
2,1,1,0,2624,1652,1,14886,1,19795,19933,0
0,1,1,1,1625,3374,8,0,1,14646,14597,0
0,1,1,1,5588,4338,6,9415,0,1195,1186,0
2,1,0,1,14019,4851,2,1633,0,5274,5300,0
2,1,1,0,19984,2276,10,11252,0,18927,18960,0
2,0,1,1,25284,2668,1,6925,0,5116,5038,0
0,0,0,1,8620,946,9,6533,1,13845,13891,0
0,0,1,0,23995,2544,7,0,1,13291,13323,0
2,0,1,0,8365,3033,9,10898,0,20776,20727,1
2,1,1,1,1014,473,8,6623,0,18957,19023,0
0,1,1,0,9034,2040,7,8112,1,13853,13783,0
1,0,1,0,15012,2156,10,10933,0,20117,20116,0
0,0,0,0,15959,1418,3,5583,0,629,620,0
2,1,1,0,16400,2156,5,10248,0,6539,6540,0
2,0,1,1,5329,1031,7,0,1,10513,10605,0
2,1,1,0,16530,1298,9,0,1,6733,6734,0
1,1,1,0,9812,2647,7,5651,2,2332,2181,0
1,0,0,1,8751,5359,6,2693,1,15760,15821,0
1,0,1,0,24475,3918,9,8541,2,19027,19111,1
0,1,1,1,13994,2406,4,12359,0,16044,16057,0
2,1,0,1,9127,5341,3,0,1,24291,24281,0
0,1,1,0,24316,3169,4,3668,1,14072,14083,0
2,0,1,1,14293,2918,4,0,1,2119,2111,0
1,0,0,1,23330,2156,5,4317,1,18613,18626,0
1,1,0,1,8700,1652,1,0,1,8013,7729,0
0,0,1,0,19608,1652,0,5481,1,13280,13395,0
0,1,0,1,10198,2786,2,1852,0,14535,14564,0
0,1,1,0,4590,2803,6,0,1,23522,23507,0
1,1,1,0,10604,1652,6,13783,0,23288,23304,0
0,0,1,0,10141,3157,9,13952,0,14577,14552,1
1,0,1,0,16105,3169,2,12968,0,20130,20147,1
0,1,1,0,9966,1843,4,1725,0,22782,22748,0
0,1,0,1,5135,3169,4,0,1,9386,9425,0
2,0,0,0,14122,4097,2,15972,0,14066,14054,1
0,1,1,1,21027,1038,6,9673,0,3341,3413,0
0,1,0,0,6850,3904,9,7632,0,20352,20401,1
0,0,1,1,14423,2156,5,13061,0,24734,24731,0
2,0,1,1,16881,1161,7,3259,1,15824,16108,0
0,1,0,1,13988,2040,0,16159,1,4602,4456,1
2,1,1,0,8864,2918,8,0,1,20693,20570,0
0,1,1,0,15170,1781,5,14474,0,10795,10801,0
0,1,1,0,4507,1652,9,4434,0,6106,6105,0
0,0,1,0,14412,2407,6,13844,0,13370,13390,0
0,1,1,1,4728,1527,9,6909,0,1334,1321,0
0,1,1,1,19445,2040,7,7835,0,4880,4876,0
0,1,1,0,19510,2406,0,0,0,16557,16461,0
0,1,1,0,9565,1418,1,0,1,11738,11614,0
0,0,1,1,7123,4048,2,0,0,8840,8850,0
0,0,0,1,2587,1527,5,0,1,25547,25577,0
1,1,1,0,11308,411,3,14117,1,20662,20642,0
1,0,1,1,13704,2668,9,9258,0,25566,25551,0
0,1,1,0,22325,2276,6,0,1,12691,12664,0
0,0,1,1,24490,2052,4,9817,1,18627,18598,0
1,1,1,0,19944,1298,8,13525,1,23339,23359,0
2,1,1,0,21387,1527,8,0,1,14811,14776,0
0,1,1,1,2178,1527,6,14000,0,23987,24070,0
0,0,1,0,22849,3033,1,0,1,19350,19377,0
1,1,1,1,5541,2406,1,614,0,9116,9126,0
0,1,1,1,25264,1041,8,273,1,22962,23028,0
0,1,1,1,3863,3541,10,3325,0,2639,2600,0
0,1,1,0,21978,922,7,16164,0,18717,18760,0
1,1,1,1,19255,6108,7,6840,0,4037,4010,0
0,0,0,1,20924,1298,5,0,1,23442,23286,0
2,1,1,1,11893,4105,7,0,1,4317,4200,0
1,1,1,0,24469,5108,4,7941,0,16783,16840,0
0,0,1,1,9455,2544,3,10521,0,14901,14861,0
0,1,1,0,21176,2671,6,5917,0,7528,7544,0
1,1,0,0,17849,4666,2,12903,1,8768,8772,1
2,0,0,1,3993,1418,8,0,2,9791,9872,0
0,1,1,1,14551,4257,2,0,0,8545,8438,0
1,0,1,1,21958,2156,8,4828,0,15484,15404,1
2,0,1,1,20699,2918,1,12300,0,1304,1282,0
2,1,0,0,16917,1527,6,8060,0,24012,24017,0
0,1,1,1,8218,1652,2,0,1,12384,12412,0
1,0,1,1,13443,2918,7,5984,0,516,515,1
0,1,1,0,23655,3033,0,2380,0,4632,4712,1
0,0,1,0,22799,1420,2,14349,1,7198,7197,0
2,1,0,0,9270,1916,6,9143,0,20840,20878,0
0,0,1,0,22844,4306,3,0,0,12466,12702,1
1,1,1,0,7919,3394,3,12509,0,3580,3576,0
0,0,1,0,4305,4173,9,0,0,22453,22485,1
0,1,1,1,22599,1418,10,5127,0,9411,9398,0
2,1,1,0,25284,2745,2,2521,1,21151,21144,0
0,0,1,1,3100,2544,7,0,1,6184,6149,0
2,0,1,1,13757,1418,7,0,1,14749,14847,0
0,1,1,1,20660,1161,4,0,1,1908,1905,0
0,0,1,1,609,2156,5,458,0,11410,11299,0
1,0,1,1,11244,3279,2,7759,1,25909,25910,0
2,1,1,1,8990,3394,2,9697,1,19511,19585,0
1,1,1,1,22225,1038,3,4416,1,12727,12708,0
0,0,0,0,8341,2803,4,4829,0,15077,15085,0
0,0,1,1,23233,781,9,0,1,5906,5890,0
0,1,1,1,19022,2276,9,1138,1,1546,1543,0
1,1,1,1,9560,2426,2,8232,0,18404,18492,0
1,1,1,0,17611,3501,2,16078,0,12655,12642,0
0,0,1,1,13477,457,9,555,0,20775,20964,0
0,1,0,0,12753,2276,7,0,1,21381,21332,0
1,0,1,1,2508,2156,9,14833,0,13106,13174,0
0,0,1,1,23170,1418,1,7515,0,13561,13555,0
1,0,1,1,7509,4424,3,12203,1,6334,6489,1
1,1,1,0,481,3076,4,10361,0,11961,12134,0
1,1,0,1,4550,4905,8,11451,0,7861,7845,1
2,0,1,1,11110,2156,9,0,1,5726,5659,0
0,0,0,1,2231,518,8,5776,1,8514,8635,0
0,0,1,0,25284,1527,5,1790,0,10572,10557,0
0,1,1,1,19961,4424,9,13787,0,20363,20362,0
2,1,1,0,7927,980,7,14859,1,13066,12978,0
0,0,0,1,11427,2406,8,0,1,14265,14302,0
0,0,0,0,6132,2406,3,0,1,20437,20410,0
2,0,1,0,6435,2156,0,0,1,14456,14360,0
0,1,0,0,3688,2276,7,0,1,6205,6200,0
1,0,0,1,14313,1527,9,2967,1,25601,25600,0
1,1,0,1,19868,1527,6,8980,0,7049,7032,0
0,0,1,1,20196,1652,1,1792,0,10471,10490,0
1,0,1,0,11067,2040,7,14743,0,11155,11182,0
0,1,1,1,11629,2276,10,0,1,22446,22431,0
0,0,1,1,13910,2406,4,0,1,10981,10988,0
2,1,1,0,12809,2803,9,3489,0,11696,11630,0
0,1,1,1,607,1652,8,7790,0,6130,6062,0
2,1,1,1,3148,1418,3,0,1,2403,2408,0
1,0,1,1,5144,2803,9,7875,1,16145,16107,0
2,1,1,1,12677,0,8,12714,1,14612,14911,0
2,1,1,1,10312,1652,6,6304,0,20635,20587,0
0,1,1,1,3598,2918,8,0,1,10781,10762,0
0,0,1,0,14722,4051,2,0,0,1976,1990,1
0,0,1,0,5298,3911,2,12682,0,13013,12968,1
2,1,0,0,2632,2406,3,5769,0,14100,14036,1
1,1,1,0,22128,1527,3,1758,1,10302,10330,0
0,0,0,1,3218,781,2,3328,0,6586,6518,0
1,0,1,1,21224,4424,8,7433,0,22828,22887,1
0,0,1,0,18100,2156,7,12163,0,25847,25862,0
0,1,1,1,14241,1527,1,10682,0,5102,5087,0
0,0,1,1,13905,922,1,0,1,17782,17787,0
1,0,1,1,16433,1554,7,3105,1,3442,3439,0
2,1,1,0,7212,1781,10,14104,0,20853,20735,0
0,0,0,0,23028,1527,6,0,1,12951,12986,0
1,0,1,1,17151,3570,5,6869,0,792,791,1
0,1,1,0,13673,3033,9,0,1,2901,2827,0
1,0,1,1,8866,4808,6,3416,1,3230,3257,0
2,1,1,1,10938,4308,6,364,0,9487,9427,0
0,1,0,0,21641,2544,4,0,1,1690,1694,0
0,1,1,0,8884,2040,4,3757,0,17908,17586,0
0,1,0,0,24267,1916,3,0,0,5507,5477,0
1,1,1,0,16260,2406,3,5683,1,23806,23870,0
1,1,1,1,3189,1298,1,8489,1,22729,22733,0
1,1,1,1,14017,3169,3,9978,0,20476,20421,1
1,1,1,0,24594,1781,1,977,1,24869,24886,0
0,1,1,0,14227,3514,3,9644,0,16944,16888,1
0,0,1,0,4952,2276,0,12207,0,9786,9845,0
2,0,1,0,15923,2668,6,16400,0,17246,17251,1
0,1,1,1,9913,1298,5,0,1,20697,20710,0
0,0,1,1,9277,1916,8,2284,0,8881,8887,0
0,1,1,1,12465,1338,1,0,1,693,687,0
1,1,1,1,19491,1916,6,15979,1,6673,6848,0
0,1,1,0,16057,3069,8,16127,0,15236,15240,1
0,0,1,1,4772,1781,1,14,0,10787,10655,0
0,0,0,0,23717,3033,3,8486,0,7537,7445,0
2,1,1,1,24621,3169,1,0,2,9458,9396,1
0,0,1,1,3559,3663,3,12140,0,9224,9192,0
0,0,1,0,7008,1161,3,4672,0,21879,21857,0
0,1,1,1,20488,2544,5,0,1,8893,8908,0
0,0,0,1,10337,5572,0,5130,0,21878,21881,0
0,0,1,0,7820,1298,3,14569,0,5125,5125,0
2,1,0,1,6977,320,7,15120,0,22246,22376,0
1,0,1,0,9281,2803,3,6995,1,14364,14390,0
0,1,1,1,482,1199,1,8249,0,15830,15799,0
1,1,1,1,21887,2803,6,5266,1,14794,14789,1
0,1,1,1,10255,183,9,6096,0,18491,18463,0
1,0,1,0,1508,3226,2,12172,0,2397,2487,1
0,0,1,1,22964,5298,5,15554,0,821,827,1
2,0,1,0,6100,3457,5,0,2,6093,6009,1
0,0,1,1,3895,1161,9,0,1,19963,19991,0
2,1,1,1,4241,1652,0,10615,0,6478,6473,0
0,1,1,0,17581,2276,5,964,1,9667,9677,0
2,1,0,0,19893,65,8,0,1,4356,4283,0
0,0,0,0,6127,922,10,11055,0,25872,25878,0
1,1,0,1,3272,3169,3,16052,1,19728,19632,0
0,0,1,0,3287,3279,3,14125,0,22124,22104,0
0,1,1,0,8235,1527,6,0,1,22522,22529,0
2,1,0,1,7971,1407,8,5011,1,11294,11282,0
0,1,1,1,11313,781,3,6503,0,2238,2233,0
2,0,1,1,10045,3169,4,1352,0,11779,11663,0
0,1,1,1,17625,922,9,0,1,17675,17520,0
2,1,1,0,15286,781,6,0,1,22009,22052,0
1,0,1,0,14679,2040,8,8802,1,15437,15558,0
2,1,0,0,3484,3394,7,1755,0,10303,10421,1
0,1,0,1,10195,1652,3,0,1,12622,12772,0
0,1,0,0,14586,1652,2,13252,0,3729,3734,0
1,1,1,0,25284,1944,1,4855,1,16804,17017,0
1,0,1,0,2394,2156,2,7869,2,22865,22935,1
1,0,1,0,19173,3279,9,14186,2,21524,21619,1
2,0,1,0,7730,1418,8,12552,1,18709,18596,0
2,1,1,1,21967,4553,3,0,1,2833,2788,0
0,1,0,1,13101,1916,1,0,1,17042,17207,0
1,0,1,1,4641,2544,7,7154,1,17261,17283,0
0,0,1,1,6951,1458,8,11363,0,3075,3073,0
0,0,1,1,530,4666,4,4558,0,6324,6281,0
0,0,1,1,20128,2918,9,12588,0,15315,15385,1
0,0,1,0,969,781,4,0,1,9995,9987,0
2,1,0,0,18856,1527,9,5308,0,1463,1462,1
0,1,1,1,20396,1038,3,0,1,211,217,0
0,0,1,0,3918,1652,4,7230,1,25102,25113,0
1,1,1,1,13220,469,1,9207,0,12080,12055,0
0,0,1,0,19759,1527,9,0,1,8056,7954,0
0,1,0,1,19074,3394,4,7321,0,15303,15313,0
0,0,1,1,15536,183,5,8648,1,25149,25137,0
2,1,1,1,3505,3750,5,5729,1,23755,23784,0
1,0,0,0,23377,2276,3,3958,1,24263,24298,0
0,1,1,0,3985,1965,6,14933,1,7110,7012,1
2,0,1,1,11964,3169,1,3005,0,1833,1752,0
0,0,1,1,8209,1038,9,3717,1,18789,18786,0
0,0,1,1,22907,657,3,0,0,4184,4198,0
1,0,1,1,25284,2156,0,12263,1,12368,12466,0
2,0,0,1,12275,1038,10,0,1,8506,8493,0
0,1,1,1,20962,4630,10,2087,0,23919,24049,0
0,0,0,1,7469,2918,8,14307,0,2443,2436,0
2,1,1,0,18265,1652,1,0,2,17448,17129,1
2,1,1,1,6222,1418,6,9968,1,4472,4276,0
0,0,0,1,12650,2668,6,0,1,5435,5422,0
2,1,1,1,18284,1527,4,0,1,3611,3681,0
1,1,1,0,10,1298,0,11102,0,7917,8673,1
2,1,1,0,7301,1781,7,13456,1,10495,10445,0
2,1,1,1,14673,657,2,132,0,24609,24650,0
1,1,1,1,23783,4857,8,5852,1,13817,13737,0
0,0,1,1,4831,5291,3,0,1,19975,19953,0
2,0,1,1,15580,1916,7,4683,0,7870,7614,0
0,0,1,1,12435,2406,7,0,0,11499,11478,0
0,1,1,0,16036,518,9,11980,0,9641,9646,0
1,1,0,1,10472,922,8,10042,0,8552,8624,0
0,1,1,0,4513,2803,3,4172,0,7287,7236,0
0,1,1,1,1011,2406,8,8263,0,17935,17916,0
2,1,1,0,6519,177,6,0,1,12965,13015,0
1,1,0,1,22488,2918,1,9216,1,15776,15702,0
2,1,0,1,20618,1781,6,9392,1,8592,8512,0
0,0,1,0,14613,3791,7,0,0,897,864,0
2,0,1,1,10526,2040,10,9609,0,529,537,0
0,1,1,1,7738,3859,2,172,0,3112,3117,0
0,0,1,0,572,1161,5,0,1,11107,11300,0
2,1,1,0,5066,2544,8,2721,1,17547,17842,1
0,0,1,0,14076,1916,9,4118,0,22333,22346,1
0,0,1,1,20649,1652,6,16432,1,5739,5735,0
0,1,1,1,24200,2156,9,11831,0,24033,24029,0
0,1,1,0,15767,1219,3,11265,0,24008,23926,0
2,1,1,1,7209,5804,9,2385,0,6614,6587,0
2,1,1,1,14117,2406,3,0,1,23585,23569,0
0,0,1,0,17229,2406,2,0,1,14985,14970,0
2,1,0,1,5933,5844,4,0,1,24180,24183,0
0,1,1,1,945,3541,10,65,2,20758,20879,1
0,0,1,1,470,1916,3,0,1,24871,24986,0
0,1,0,1,9053,3033,3,12032,0,4822,4803,1
1,0,1,0,7750,1527,7,4917,0,6574,6568,1
0,1,1,0,373,841,5,0,1,5889,5883,0
1,1,0,1,19638,3541,4,12951,3,13836,14130,1
1,0,1,0,8288,2040,1,0,1,14422,14491,0
0,0,1,1,8519,2406,9,0,1,4567,4524,0
2,1,0,1,7687,1038,5,16405,0,2393,2347,0
0,1,0,1,4393,4867,10,10201,0,8982,8988,0
0,0,1,0,1478,657,6,0,1,20082,20307,0
2,0,1,1,2492,2544,2,7353,0,17483,17382,0
0,0,1,1,8689,781,3,13345,0,9546,9315,0
0,0,1,1,5108,2276,4,4068,1,16517,16504,0
0,1,1,0,19757,2544,9,986,1,7808,7832,0
0,0,0,0,3591,3394,8,15175,1,22331,22409,1
2,1,1,1,10487,1038,3,14335,0,25974,25974,0
1,1,1,1,10927,1916,1,9614,1,18854,18887,0
0,0,1,1,24614,1038,6,0,1,9275,9490,0
2,0,0,1,3637,1652,4,0,1,8399,8305,0
2,1,1,0,14931,1781,3,0,1,6091,6118,0
1,1,1,1,20407,1038,2,2802,1,22950,22990,0
0,1,1,1,17046,3134,1,0,1,15808,15805,0
0,0,1,0,15791,1161,10,5118,1,1786,1836,0
0,1,0,0,9041,5162,5,2146,0,1459,1487,1
2,1,1,0,13416,3169,8,0,1,21870,21812,0
0,1,1,0,1059,2156,9,11126,1,18113,18072,0
0,1,1,0,16392,2156,8,14490,0,10502,10133,0
1,1,1,0,23455,1916,5,1413,1,24737,24782,0
0,1,1,0,10503,2276,8,3336,0,8018,8038,0
2,0,1,1,9104,6104,2,0,1,23457,23441,0
1,1,1,1,24117,3394,6,1534,1,8550,8465,0
0,0,1,0,3869,2156,8,0,0,16676,16684,0
1,0,1,0,15849,2544,1,10822,0,23931,23956,1
2,0,1,0,10172,1652,2,0,2,21335,21420,1
0,1,0,1,10987,3918,9,7444,0,21957,21720,1
0,1,1,1,21741,2668,7,0,1,16071,16054,0
0,0,0,0,23779,1781,0,0,0,23945,23885,0
2,1,1,0,19606,2040,9,0,1,8547,8619,0
2,1,0,0,17370,2918,8,0,0,16999,16944,1
0,1,1,0,18375,1418,9,14360,1,14087,14052,0
2,1,0,0,7552,2918,4,0,1,24333,24368,0
0,1,1,0,9077,2156,8,2144,2,25195,25185,1
0,0,0,0,727,1038,6,0,1,7802,7830,0
1,0,1,1,10384,1652,4,12060,1,13783,13637,0
1,0,1,0,18770,3791,6,357,0,4563,4560,0
0,0,1,1,11335,1418,0,0,1,15883,15652,0
0,1,1,1,5894,1418,4,15370,1,21068,21024,0
1,1,1,0,12287,728,8,3773,1,16139,16128,0
0,0,1,0,19954,3566,9,0,0,19334,19396,1
1,0,1,0,4635,1916,6,2739,1,24063,24027,1
0,1,1,0,4796,1161,7,15697,0,21720,21641,0
0,1,0,1,7410,5874,1,0,1,9616,9598,0
0,1,0,0,12426,2040,10,15099,0,5723,5708,0
0,0,1,1,17185,742,7,15098,0,5509,5485,0
0,1,1,1,10976,2406,9,0,0,20109,20084,0
1,1,1,0,11015,3541,3,1934,0,23969,23970,1
0,0,1,1,2721,1418,8,14493,1,13998,13930,0
0,1,0,0,11979,781,2,0,1,4383,4413,0
0,1,1,1,12234,3279,5,0,1,1161,1146,0
2,0,1,1,7940,1298,10,7720,0,17066,16993,0
0,1,0,0,18543,2040,4,0,1,23377,23399,0
0,0,0,0,22421,2276,4,0,0,14957,15032,0
2,1,1,0,15903,2156,7,10867,1,7690,7645,0
1,1,0,1,10794,1652,4,3835,0,9078,9078,0
0,0,1,1,1969,1345,1,0,0,21398,21394,1
2,1,1,1,24833,1161,1,0,1,7543,7462,0
0,0,1,0,24823,1781,3,0,1,18005,18512,0
2,1,0,1,2849,3918,2,0,0,21662,21673,1
0,1,1,0,2819,2668,4,0,1,11439,11378,0
0,1,1,0,22579,2156,9,0,0,23452,23498,1
0,0,1,0,13054,1038,2,0,1,18901,18875,0
1,0,1,0,11894,2406,9,12126,0,10470,10597,0
2,1,1,1,4630,1916,7,0,1,813,811,0
1,1,1,1,598,2156,7,9740,1,21023,21047,0
0,0,1,0,18318,1038,1,0,1,13626,13713,0
2,1,1,1,585,2544,6,0,1,1532,1488,0
1,1,1,0,3624,3541,7,11448,0,23213,23192,1
0,0,0,1,3929,1652,2,7681,0,18326,18426,0
0,1,1,1,8563,1418,8,0,1,25679,25664,0
0,0,0,1,3854,1916,1,1074,1,18216,18260,0
0,0,1,0,3743,2276,8,0,1,16779,16806,0
2,1,0,0,17662,4642,5,123,2,16260,16167,1
1,0,1,0,18465,3394,2,0,2,24603,24431,0
0,0,0,1,19725,154,9,0,1,19209,19302,0
2,1,1,0,1931,4306,2,6800,2,16317,16462,1
0,1,1,1,1934,4782,9,1717,1,13427,13452,1
0,0,0,0,22349,2276,0,12211,1,5986,6127,0
0,1,1,0,3585,2803,8,13712,1,16590,16471,0
2,1,1,1,9663,1038,0,4125,0,4377,4610,0
1,1,1,0,7936,2544,10,0,1,913,976,0
2,0,1,1,18953,1781,5,16389,0,23026,23037,1
0,1,1,0,6298,2406,2,10233,0,5910,5894,1
2,1,1,1,21530,1298,7,0,1,9169,9189,0
0,0,1,1,19813,2386,10,0,0,6353,6295,0
0,1,1,1,22033,1038,5,0,1,12901,12934,0
1,1,1,1,12345,2668,4,11970,1,22151,21928,0
0,0,1,0,14722,3169,7,8755,1,15574,15632,0
1,1,0,0,12284,908,8,4655,1,23880,23897,1
2,1,0,1,11563,3033,7,0,0,3016,2910,0
0,0,1,0,13730,2544,6,6351,1,23894,23913,0
1,0,1,1,24616,1418,4,4644,1,13044,13211,0
2,1,1,1,7065,2156,0,1785,0,13264,13216,0
1,1,1,0,1398,3033,10,9138,0,2198,2144,1
1,1,1,1,21288,1208,3,183,1,17568,17553,0
2,0,1,0,14527,2156,4,8995,0,15707,15657,0
1,1,1,0,18418,2668,2,8503,0,9692,9671,1
0,1,0,1,24865,922,0,0,1,19176,19202,0
1,1,1,1,10892,411,0,3847,0,1557,1620,0
0,0,1,1,8023,2668,3,14941,0,715,733,0
0,0,1,0,8610,3685,4,0,1,12096,12021,0
0,1,0,1,23374,3541,5,15210,0,20922,20849,0
2,1,1,0,8992,1916,6,0,1,2442,2518,0
0,1,1,1,13550,1418,4,0,0,17295,17392,0
0,0,1,1,16621,2941,4,3807,1,18839,18896,0
1,0,1,0,15751,2668,1,9691,0,11932,11845,1
0,1,0,0,16242,3169,0,0,1,4754,4959,0
0,1,1,1,5305,1819,4,2274,0,10393,10375,0
0,1,1,1,24087,1418,10,7173,0,16085,16076,0
2,1,1,1,13951,4306,3,0,0,10731,10725,0
2,1,1,0,1493,3033,6,16436,0,23943,23864,0
2,1,1,1,24364,411,3,0,1,1517,1524,0
2,1,1,1,22531,3279,5,0,0,8692,8416,0
0,1,1,0,23917,58,5,13741,0,4842,4832,0
2,1,1,1,9219,5241,6,9101,0,8960,8976,1
0,1,1,0,16314,2406,5,12469,1,8511,8622,0
1,0,0,0,975,4501,8,13975,2,18274,17416,1
1,1,1,1,20731,1418,5,293,1,11589,11602,0
2,1,1,0,11812,1652,2,7817,1,4607,4677,0
1,0,1,0,11323,1321,1,3396,1,16435,16523,0
0,1,1,1,22182,1652,2,0,1,9057,9217,0
1,1,1,1,14502,2803,6,2003,1,25124,25091,0
1,0,1,1,14722,1038,3,7510,1,2208,2210,0
1,0,1,1,21680,1781,2,10856,1,25308,25281,0
2,0,1,1,14237,1652,3,2414,0,5752,5744,0
0,0,1,1,24869,1298,2,8587,0,15803,15779,0
2,0,1,0,25284,3394,2,8833,1,14645,14710,0
0,1,0,1,24732,2276,5,3923,1,16405,16358,0
0,1,1,0,14288,2918,5,12129,1,11869,11900,0
0,0,1,0,15516,3394,4,0,0,25415,25402,1
1,0,1,1,10105,3033,6,9544,0,3624,3629,1
0,1,1,0,21639,1527,8,0,1,23510,23536,0
2,0,0,0,14981,2263,10,0,1,4149,4122,0
1,0,1,1,5869,3169,7,3118,0,25686,25704,0
2,1,1,1,15767,1652,4,0,1,19065,19084,0
0,1,1,1,1179,922,5,8574,0,15065,15089,0
1,1,1,1,16071,1916,1,10700,1,22047,22058,0
0,1,1,0,18699,1916,7,15430,0,6669,6658,0
1,0,1,1,12654,3663,7,2529,0,14386,14440,0
2,1,0,1,24121,1652,5,0,0,1090,1072,0
0,1,1,0,3157,922,4,0,1,21829,21799,0
0,1,1,0,4347,2406,2,0,1,149,155,0
2,0,0,0,17894,2156,8,0,1,20294,20302,0
0,0,0,0,22073,2156,0,15224,1,5040,5050,0
0,0,0,1,18464,2156,7,14121,0,25880,25883,0
0,1,1,1,23406,781,3,0,1,23895,23902,0
1,1,1,1,21104,1575,2,2176,1,24680,24674,0
0,1,1,0,3312,3663,2,0,0,12559,12622,1
2,0,0,1,9304,1418,1,0,1,8435,8563,0
2,0,0,1,910,3033,1,0,1,25917,25918,0
0,0,1,0,5622,2040,3,0,1,2220,2213,0
0,1,0,1,14221,4666,7,0,1,10601,10608,0
2,1,1,1,24262,4716,6,11198,0,12473,12374,0
0,0,0,1,6762,781,8,0,0,24553,24541,0
0,0,0,0,13359,3033,3,0,1,1775,1767,0
1,0,1,1,7011,4666,6,10892,1,3298,3379,1
0,1,1,0,1591,183,9,0,1,21543,21345,0
2,0,0,0,10246,821,1,0,1,1294,1243,0
2,0,1,0,9109,3279,4,433,0,8205,8033,1
0,1,1,0,8973,1298,5,12670,0,2960,2959,0
1,0,0,0,13622,3169,3,6302,0,18308,18198,1
2,0,1,1,20952,2040,1,16140,0,21250,21432,1
1,1,1,0,16893,3541,10,6928,2,20683,20580,1
0,0,1,0,22481,2040,1,15104,0,1314,1311,1
0,1,1,1,864,1114,7,0,0,3459,3471,0
2,1,1,1,122,2156,2,0,1,7367,7680,0
0,0,1,1,3633,2918,5,11532,0,6554,6503,1
1,1,1,0,15790,3663,0,13199,0,4535,4546,1
0,0,1,1,782,1038,9,11026,1,20423,20196,0
1,0,0,0,13327,4306,3,14344,0,10624,10682,1
2,0,1,1,8997,4441,0,10795,0,17905,18152,1
0,0,1,0,5278,1352,0,5913,0,2246,2285,0
0,1,0,0,20447,1748,10,2651,1,25126,25089,0
0,0,1,1,13013,781,1,5287,0,19473,19559,0
0,0,1,1,23501,3918,3,0,1,9504,9502,0
0,0,0,1,15435,1781,4,0,0,170,172,0
0,1,0,0,25198,1652,8,13560,0,8308,8701,0
1,0,1,1,9025,2544,4,2823,1,18003,18021,1
0,1,1,1,4414,2156,4,0,1,10547,10519,0
1,0,1,1,8397,956,1,3022,1,20672,20762,0
0,0,1,1,17591,1527,3,0,1,18989,18999,1
1,0,0,1,21631,922,0,152,0,24374,24398,0
2,1,0,1,25284,1298,4,14975,0,1132,1136,0
0,1,1,0,679,1652,6,1652,0,24143,24176,0
0,1,1,1,19537,3791,6,0,0,18467,18453,1
1,0,0,1,15089,4306,2,2114,1,21265,21271,1
0,1,1,1,3746,1916,3,4757,0,1510,1500,0
1,0,1,0,20403,1652,8,12341,0,18048,18011,0
0,0,1,1,23156,2156,3,13591,0,14995,15049,0
2,1,1,0,13852,1298,5,0,1,24839,24825,0
1,1,1,0,18389,1351,9,14971,1,16329,16386,0
0,1,1,1,2986,1038,4,0,1,13925,13941,0
1,1,0,1,17848,3541,4,5545,0,20851,20765,1
0,0,1,0,10473,2544,8,0,0,20731,20766,0
0,0,1,0,17402,2918,10,0,0,18163,18200,1
2,1,1,0,2212,2544,3,2433,0,12978,12966,0
2,1,1,0,15694,1527,7,196,0,15163,15200,0
0,0,1,1,16597,4675,4,0,1,11762,11660,0
1,0,1,0,13746,2544,5,14601,0,21050,21035,0
2,0,1,1,4200,3740,1,10437,0,11788,11855,0
2,0,1,0,21951,2040,1,1370,0,24836,24847,0
1,1,1,0,8258,2406,1,8169,2,8157,8200,1
2,0,0,1,994,1298,2,16194,0,3284,3399,0
2,1,1,0,985,2040,5,0,1,4803,4754,0
1,0,1,1,19404,2838,9,4064,1,10525,10540,1
2,1,1,0,19123,74,7,0,2,16344,16217,0
0,1,1,0,10413,2918,3,0,1,22445,22442,0
0,0,0,0,21841,3541,3,7957,0,24037,24000,1
1,0,1,0,20937,2803,2,4073,0,25747,25773,0
2,1,0,1,11362,5624,1,1347,0,11007,10929,0
2,1,1,1,24058,1652,5,480,1,25037,25033,0
0,0,1,1,11286,386,9,16056,0,7193,7208,0
0,0,1,1,5538,1418,3,15419,0,12270,12379,1
2,0,1,1,11332,1298,9,8239,0,2672,2687,0
0,0,1,0,713,1707,5,0,1,16268,16357,0
2,1,1,0,2490,3169,8,0,1,16684,16779,0
1,0,1,0,3741,2406,9,9633,0,25929,25932,1
2,1,1,0,1958,2276,6,0,1,18837,18802,0
2,0,1,0,12524,1781,5,0,0,600,575,1
0,1,1,1,25284,1692,6,0,0,23728,23754,0
2,0,1,0,14722,3169,3,0,2,19414,19259,1
0,1,1,1,9484,3663,9,1624,1,17702,17620,1
